file,property,level,seed,encoder,n_test,k1,k2,trust_k1,trust_k2,cont_k1,cont_k2,eff_rank,hubness_k1,hubness_k2,auc_logistic_lin,auc_rule_lin,auc_logistic_knn,auc_rule_knn
syn_eid-high_seed0.csv,eid,high,0,TabNet_native,2000,44,88,0.9018023132802031,0.8880632560545211,0.8515316606718857,0.8203517889740781,1.7203739534177553,-0.6046327528675441,-0.467708051356979,0.9944157663065226,0.9767013377089301,0.9989570828331333,0.9899926764375968
syn_eid-high_seed0.csv,eid,high,0,TabNet_d4,2000,44,88,0.9018000035263418,0.8880630704636728,0.8515308966311681,0.8203512930509919,1.719992150340615,-0.6040425745713879,-0.4675771693086341,0.9944417767106843,0.9766665739633451,0.9989570828331333,0.9899938352291163
syn_eid-high_seed1.csv,eid,high,1,TabNet_native,2000,44,88,0.8905929484919012,0.8787611750030425,0.9301280649787245,0.9263601314348302,1.0156647986874234,-0.6810394441746122,-1.524374963113775,0.9991504256877649,0.9358001768346597,0.9996957943569853,0.9436660035366932
syn_eid-high_seed1.csv,eid,high,1,TabNet_d4,2000,44,88,0.8904879105249548,0.8786636607034197,0.9301089522063145,0.9263486156748205,1.0154567786635968,-0.6870263235135696,-1.525750402230847,0.9991524270406795,0.935683023872679,0.999694793680528,0.943549955791335
syn_eid-high_seed2.csv,eid,high,2,TabNet_native,2000,44,88,0.8416430989491501,0.8534291925276865,0.9286754883983356,0.924981005841548,1.0367731066443842,-1.076056528710277,-2.032950070295498,0.9982559982559982,0.9075526288227901,0.9981644981644981,0.8996343038681749
syn_eid-high_seed2.csv,eid,high,2,TabNet_d4,2000,44,88,0.8416430989491501,0.8534285809906292,0.9286757058560783,0.9249812827065839,1.0365031479670521,-1.076056528710277,-2.0304381334671433,0.9982559982559982,0.9075526288227901,0.9981644981644981,0.8996212121212122
syn_eid-high_seed3.csv,eid,high,3,TabNet_native,2000,44,88,0.8982982932505819,0.8805183521966654,0.9060167560006582,0.8915442040890836,1.5499457762526636,-0.4968512935626626,-0.39349470193855757,0.997004918775678,0.952052991752939,0.9969383947605086,0.984673585173673
syn_eid-high_seed3.csv,eid,high,3,TabNet_d4,2000,44,88,0.8836499165432448,0.8721275465498357,0.904511695700214,0.8903688967993185,1.5161537301248245,-0.6634026889565692,-0.44023290100184254,0.9969138859128145,0.9308755086523116,0.9969018815792501,0.9809960394054096
syn_eid-high_seed4.csv,eid,high,4,TabNet_native,2000,44,88,0.9382968356959823,0.9308942862358525,0.9715239967557656,0.9667798922964586,1.1280067628733685,-0.7889789931175617,-0.7189246117904202,0.9872152480235877,0.9794253147417313,0.9938353155003358,0.9933867083098422
syn_eid-high_seed4.csv,eid,high,4,TabNet_d4,2000,44,88,0.9382968356959823,0.9308937568455641,0.9715239908785293,0.9667798709991481,1.1280067663085886,-0.7889789931175617,-0.7188918326771083,0.9872853069431392,0.9793285981520053,0.9938353155003358,0.9933867083098422
syn_eid-low_seed0.csv,eid,low,0,TabNet_native,2000,44,88,0.9018023132802031,0.8880632560545211,0.8515316606718857,0.8203517889740781,1.7203739534177553,-0.6046327528675441,-0.467708051356979,0.9944157663065226,0.9767013377089301,0.9989570828331333,0.9899926764375968
syn_eid-low_seed0.csv,eid,low,0,TabNet_d4,2000,44,88,0.9018000035263418,0.8880630704636728,0.8515308966311681,0.8203512930509919,1.719992150340615,-0.6040425745713879,-0.4675771693086341,0.9944417767106843,0.9766665739633451,0.9989570828331333,0.9899938352291163
syn_eid-low_seed1.csv,eid,low,1,TabNet_native,2000,44,88,0.8905929484919012,0.8787611750030425,0.9301280649787245,0.9263601314348302,1.0156647986874234,-0.6810394441746122,-1.524374963113775,0.9991504256877649,0.9358001768346597,0.9996957943569853,0.9436660035366932
syn_eid-low_seed1.csv,eid,low,1,TabNet_d4,2000,44,88,0.8904879105249548,0.8786636607034197,0.9301089522063145,0.9263486156748205,1.0154567786635968,-0.6870263235135696,-1.525750402230847,0.9991524270406795,0.935683023872679,0.999694793680528,0.943549955791335
syn_eid-low_seed2.csv,eid,low,2,TabNet_native,2000,44,88,0.8416430989491501,0.8534291925276865,0.9286754883983356,0.924981005841548,1.0367731066443842,-1.076056528710277,-2.032950070295498,0.9982559982559982,0.9075526288227901,0.9981644981644981,0.8996343038681749
syn_eid-low_seed2.csv,eid,low,2,TabNet_d4,2000,44,88,0.8416430989491501,0.8534285809906292,0.9286757058560783,0.9249812827065839,1.0365031479670521,-1.076056528710277,-2.0304381334671433,0.9982559982559982,0.9075526288227901,0.9981644981644981,0.8996212121212122
syn_eid-low_seed3.csv,eid,low,3,TabNet_native,2000,44,88,0.8982982932505819,0.8805183521966654,0.9060167560006582,0.8915442040890836,1.5499457762526636,-0.4968512935626626,-0.39349470193855757,0.997004918775678,0.952052991752939,0.9969383947605086,0.984673585173673
syn_eid-low_seed3.csv,eid,low,3,TabNet_d4,2000,44,88,0.8836499165432448,0.8721275465498357,0.904511695700214,0.8903688967993185,1.5161537301248245,-0.6634026889565692,-0.44023290100184254,0.9969138859128145,0.9308755086523116,0.9969018815792501,0.9809960394054096
syn_eid-low_seed4.csv,eid,low,4,TabNet_native,2000,44,88,0.9382968356959823,0.9308942862358525,0.9715239967557656,0.9667798922964586,1.1280067628733685,-0.7889789931175617,-0.7189246117904202,0.9872152480235877,0.9794253147417313,0.9938353155003358,0.9933867083098422
